Path,Emotions
RAVDESS/Actor_16/03-01-03-02-01-02-16.wav,happy
RAVDESS/Actor_11/03-01-01-01-02-02-11.wav,neutral
RAVDESS/Actor_11/03-01-02-01-02-01-11.wav,calm
RAVDESS/Actor_11/03-01-02-02-01-01-11.wav,calm
RAVDESS/Actor_11/03-01-03-01-01-02-11.wav,happy
RAVDESS/Actor_11/03-01-03-02-02-02-11.wav,happy
RAVDESS/Actor_11/03-01-04-02-02-02-11.wav,sad
RAVDESS/Actor_11/03-01-07-02-02-01-11.wav,disgust
RAVDESS/Actor_11/03-01-07-01-01-01-11.wav,disgust
RAVDESS/Actor_11/03-01-04-01-01-02-11.wav,sad
RAVDESS/Actor_11/03-01-06-02-01-02-11.wav,fear
RAVDESS/Actor_11/03-01-05-02-01-01-11.wav,angry
RAVDESS/Actor_11/03-01-05-01-02-01-11.wav,angry
RAVDESS/Actor_11/03-01-06-01-02-02-11.wav,fear
RAVDESS/Actor_11/03-01-08-01-01-01-11.wav,surprise
RAVDESS/Actor_11/03-01-08-02-02-01-11.wav,surprise
RAVDESS/Actor_11/03-01-07-02-01-02-11.wav,disgust
RAVDESS/Actor_11/03-01-04-02-01-01-11.wav,sad
RAVDESS/Actor_11/03-01-04-01-02-01-11.wav,sad
RAVDESS/Actor_11/03-01-07-01-02-02-11.wav,disgust
RAVDESS/Actor_11/03-01-05-02-02-02-11.wav,angry
RAVDESS/Actor_11/03-01-06-02-02-01-11.wav,fear
RAVDESS/Actor_11/03-01-06-01-01-01-11.wav,fear
RAVDESS/Actor_11/03-01-05-01-01-02-11.wav,angry
RAVDESS/Actor_11/03-01-08-01-02-02-11.wav,surprise
RAVDESS/Actor_11/03-01-08-02-01-02-11.wav,surprise
RAVDESS/Actor_11/03-01-02-01-01-02-11.wav,calm
RAVDESS/Actor_11/03-01-01-01-01-01-11.wav,neutral
RAVDESS/Actor_11/03-01-02-02-02-02-11.wav,calm
RAVDESS/Actor_11/03-01-03-01-02-01-11.wav,happy
RAVDESS/Actor_11/03-01-03-02-01-01-11.wav,happy
RAVDESS/Actor_11/03-01-06-01-02-01-11.wav,fear
RAVDESS/Actor_11/03-01-05-01-02-02-11.wav,angry
RAVDESS/Actor_11/03-01-05-02-01-02-11.wav,angry
RAVDESS/Actor_11/03-01-06-02-01-01-11.wav,fear
RAVDESS/Actor_11/03-01-04-01-01-01-11.wav,sad
RAVDESS/Actor_11/03-01-07-01-01-02-11.wav,disgust
RAVDESS/Actor_11/03-01-07-02-02-02-11.wav,disgust
RAVDESS/Actor_11/03-01-04-02-02-01-11.wav,sad
RAVDESS/Actor_11/03-01-08-02-02-02-11.wav,surprise
RAVDESS/Actor_11/03-01-08-01-01-02-11.wav,surprise
RAVDESS/Actor_11/03-01-03-02-02-01-11.wav,happy
RAVDESS/Actor_11/03-01-03-01-01-01-11.wav,happy
RAVDESS/Actor_11/03-01-02-02-01-02-11.wav,calm
RAVDESS/Actor_11/03-01-02-01-02-02-11.wav,calm
RAVDESS/Actor_11/03-01-01-01-02-01-11.wav,neutral
RAVDESS/Actor_11/03-01-03-02-01-02-11.wav,happy
RAVDESS/Actor_11/03-01-03-01-02-02-11.wav,happy
RAVDESS/Actor_11/03-01-02-02-02-01-11.wav,calm
RAVDESS/Actor_11/03-01-01-01-01-02-11.wav,neutral
RAVDESS/Actor_11/03-01-02-01-01-01-11.wav,calm
RAVDESS/Actor_11/03-01-05-01-01-01-11.wav,angry
RAVDESS/Actor_11/03-01-06-01-01-02-11.wav,fear
RAVDESS/Actor_11/03-01-06-02-02-02-11.wav,fear
RAVDESS/Actor_11/03-01-05-02-02-01-11.wav,angry
RAVDESS/Actor_11/03-01-07-01-02-01-11.wav,disgust
RAVDESS/Actor_11/03-01-04-01-02-02-11.wav,sad
RAVDESS/Actor_11/03-01-04-02-01-02-11.wav,sad
RAVDESS/Actor_11/03-01-07-02-01-01-11.wav,disgust
RAVDESS/Actor_11/03-01-08-02-01-01-11.wav,surprise
RAVDESS/Actor_11/03-01-08-01-02-01-11.wav,surprise
RAVDESS/Actor_18/03-01-03-02-01-02-18.wav,happy
RAVDESS/Actor_18/03-01-03-01-02-02-18.wav,happy
RAVDESS/Actor_18/03-01-02-02-02-01-18.wav,calm
RAVDESS/Actor_18/03-01-02-01-01-01-18.wav,calm
RAVDESS/Actor_18/03-01-01-01-01-02-18.wav,neutral
RAVDESS/Actor_18/03-01-06-01-01-02-18.wav,fear
RAVDESS/Actor_18/03-01-05-01-01-01-18.wav,angry
RAVDESS/Actor_18/03-01-05-02-02-01-18.wav,angry
RAVDESS/Actor_18/03-01-06-02-02-02-18.wav,fear
RAVDESS/Actor_18/03-01-04-01-02-02-18.wav,sad
RAVDESS/Actor_18/03-01-07-01-02-01-18.wav,disgust
RAVDESS/Actor_18/03-01-07-02-01-01-18.wav,disgust
RAVDESS/Actor_18/03-01-04-02-01-02-18.wav,sad
RAVDESS/Actor_18/03-01-08-02-01-01-18.wav,surprise
RAVDESS/Actor_18/03-01-08-01-02-01-18.wav,surprise
RAVDESS/Actor_18/03-01-05-01-02-02-18.wav,angry
RAVDESS/Actor_18/03-01-06-01-02-01-18.wav,fear
RAVDESS/Actor_18/03-01-06-02-01-01-18.wav,fear
RAVDESS/Actor_18/03-01-05-02-01-02-18.wav,angry
RAVDESS/Actor_18/03-01-07-01-01-02-18.wav,disgust
RAVDESS/Actor_18/03-01-04-01-01-01-18.wav,sad
RAVDESS/Actor_18/03-01-04-02-02-01-18.wav,sad
RAVDESS/Actor_18/03-01-07-02-02-02-18.wav,disgust
RAVDESS/Actor_18/03-01-08-02-02-02-18.wav,surprise
RAVDESS/Actor_18/03-01-08-01-01-02-18.wav,surprise
RAVDESS/Actor_18/03-01-03-02-02-01-18.wav,happy
RAVDESS/Actor_18/03-01-03-01-01-01-18.wav,happy
RAVDESS/Actor_18/03-01-02-02-01-02-18.wav,calm
RAVDESS/Actor_18/03-01-01-01-02-01-18.wav,neutral
RAVDESS/Actor_18/03-01-02-01-02-02-18.wav,calm
RAVDESS/Actor_18/03-01-04-02-01-01-18.wav,sad
RAVDESS/Actor_18/03-01-07-02-01-02-18.wav,disgust
RAVDESS/Actor_18/03-01-07-01-02-02-18.wav,disgust
RAVDESS/Actor_18/03-01-04-01-02-01-18.wav,sad
RAVDESS/Actor_18/03-01-06-02-02-01-18.wav,fear
RAVDESS/Actor_18/03-01-05-02-02-02-18.wav,angry
RAVDESS/Actor_18/03-01-05-01-01-02-18.wav,angry
RAVDESS/Actor_18/03-01-06-01-01-01-18.wav,fear
RAVDESS/Actor_18/03-01-08-01-02-02-18.wav,surprise
RAVDESS/Actor_18/03-01-08-02-01-02-18.wav,surprise
RAVDESS/Actor_18/03-01-01-01-01-01-18.wav,neutral
RAVDESS/Actor_18/03-01-02-01-01-02-18.wav,calm
RAVDESS/Actor_18/03-01-02-02-02-02-18.wav,calm
RAVDESS/Actor_18/03-01-03-01-02-01-18.wav,happy
RAVDESS/Actor_18/03-01-03-02-01-01-18.wav,happy
RAVDESS/Actor_18/03-01-02-01-02-01-18.wav,calm
RAVDESS/Actor_18/03-01-01-01-02-02-18.wav,neutral
RAVDESS/Actor_18/03-01-02-02-01-01-18.wav,calm
RAVDESS/Actor_18/03-01-03-01-01-02-18.wav,happy
RAVDESS/Actor_18/03-01-03-02-02-02-18.wav,happy
RAVDESS/Actor_18/03-01-07-02-02-01-18.wav,disgust
RAVDESS/Actor_18/03-01-04-02-02-02-18.wav,sad
RAVDESS/Actor_18/03-01-04-01-01-02-18.wav,sad
RAVDESS/Actor_18/03-01-07-01-01-01-18.wav,disgust
RAVDESS/Actor_18/03-01-05-02-01-01-18.wav,angry
RAVDESS/Actor_18/03-01-06-02-01-02-18.wav,fear
RAVDESS/Actor_18/03-01-06-01-02-02-18.wav,fear
RAVDESS/Actor_18/03-01-05-01-02-01-18.wav,angry
RAVDESS/Actor_18/03-01-08-01-01-01-18.wav,surprise
RAVDESS/Actor_18/03-01-08-02-02-01-18.wav,surprise
RAVDESS/Actor_20/03-01-08-01-02-01-20.wav,surprise
RAVDESS/Actor_20/03-01-08-02-01-01-20.wav,surprise
RAVDESS/Actor_20/03-01-04-02-01-02-20.wav,sad
RAVDESS/Actor_20/03-01-07-02-01-01-20.wav,disgust
RAVDESS/Actor_20/03-01-07-01-02-01-20.wav,disgust
RAVDESS/Actor_20/03-01-04-01-02-02-20.wav,sad
RAVDESS/Actor_20/03-01-06-02-02-02-20.wav,fear
RAVDESS/Actor_20/03-01-05-02-02-01-20.wav,angry
RAVDESS/Actor_20/03-01-05-01-01-01-20.wav,angry
RAVDESS/Actor_20/03-01-06-01-01-02-20.wav,fear
RAVDESS/Actor_20/03-01-01-01-01-02-20.wav,neutral
RAVDESS/Actor_20/03-01-02-01-01-01-20.wav,calm
RAVDESS/Actor_20/03-01-02-02-02-01-20.wav,calm
RAVDESS/Actor_20/03-01-03-01-02-02-20.wav,happy
RAVDESS/Actor_20/03-01-03-02-01-02-20.wav,happy
RAVDESS/Actor_20/03-01-02-01-02-02-20.wav,calm
RAVDESS/Actor_20/03-01-01-01-02-01-20.wav,neutral
RAVDESS/Actor_20/03-01-02-02-01-02-20.wav,calm
RAVDESS/Actor_20/03-01-03-01-01-01-20.wav,happy
RAVDESS/Actor_20/03-01-03-02-02-01-20.wav,happy
RAVDESS/Actor_20/03-01-08-01-01-02-20.wav,surprise
RAVDESS/Actor_20/03-01-08-02-02-02-20.wav,surprise
RAVDESS/Actor_20/03-01-07-02-02-02-20.wav,disgust
RAVDESS/Actor_20/03-01-04-02-02-01-20.wav,sad
RAVDESS/Actor_20/03-01-04-01-01-01-20.wav,sad
RAVDESS/Actor_20/03-01-07-01-01-02-20.wav,disgust
RAVDESS/Actor_20/03-01-05-02-01-02-20.wav,angry
RAVDESS/Actor_20/03-01-06-02-01-01-20.wav,fear
RAVDESS/Actor_20/03-01-06-01-02-01-20.wav,fear
RAVDESS/Actor_20/03-01-05-01-02-02-20.wav,angry
RAVDESS/Actor_20/03-01-03-02-01-01-20.wav,happy
RAVDESS/Actor_20/03-01-03-01-02-01-20.wav,happy
RAVDESS/Actor_20/03-01-02-02-02-02-20.wav,calm
RAVDESS/Actor_20/03-01-02-01-01-02-20.wav,calm
RAVDESS/Actor_20/03-01-01-01-01-01-20.wav,neutral
RAVDESS/Actor_20/03-01-08-02-01-02-20.wav,surprise
RAVDESS/Actor_20/03-01-08-01-02-02-20.wav,surprise
RAVDESS/Actor_20/03-01-06-01-01-01-20.wav,fear
RAVDESS/Actor_20/03-01-05-01-01-02-20.wav,angry
RAVDESS/Actor_20/03-01-05-02-02-02-20.wav,angry
RAVDESS/Actor_20/03-01-06-02-02-01-20.wav,fear
RAVDESS/Actor_20/03-01-04-01-02-01-20.wav,sad
RAVDESS/Actor_20/03-01-07-01-02-02-20.wav,disgust
RAVDESS/Actor_20/03-01-07-02-01-02-20.wav,disgust
RAVDESS/Actor_20/03-01-04-02-01-01-20.wav,sad
RAVDESS/Actor_20/03-01-08-02-02-01-20.wav,surprise
RAVDESS/Actor_20/03-01-08-01-01-01-20.wav,surprise
RAVDESS/Actor_20/03-01-05-01-02-01-20.wav,angry
RAVDESS/Actor_20/03-01-06-01-02-02-20.wav,fear
RAVDESS/Actor_20/03-01-06-02-01-02-20.wav,fear
RAVDESS/Actor_20/03-01-05-02-01-01-20.wav,angry
RAVDESS/Actor_20/03-01-07-01-01-01-20.wav,disgust
RAVDESS/Actor_20/03-01-04-01-01-02-20.wav,sad
RAVDESS/Actor_20/03-01-04-02-02-02-20.wav,sad
RAVDESS/Actor_20/03-01-07-02-02-01-20.wav,disgust
RAVDESS/Actor_20/03-01-03-02-02-02-20.wav,happy
RAVDESS/Actor_20/03-01-03-01-01-02-20.wav,happy
RAVDESS/Actor_20/03-01-02-02-01-01-20.wav,calm
RAVDESS/Actor_20/03-01-01-01-02-02-20.wav,neutral
RAVDESS/Actor_20/03-01-02-01-02-01-20.wav,calm
RAVDESS/Actor_21/03-01-08-02-01-01-21.wav,surprise
RAVDESS/Actor_21/03-01-08-01-02-01-21.wav,surprise
RAVDESS/Actor_21/03-01-06-01-01-02-21.wav,fear
RAVDESS/Actor_21/03-01-05-01-01-01-21.wav,angry
RAVDESS/Actor_21/03-01-05-02-02-01-21.wav,angry
RAVDESS/Actor_21/03-01-06-02-02-02-21.wav,fear
RAVDESS/Actor_21/03-01-04-01-02-02-21.wav,sad
RAVDESS/Actor_21/03-01-07-01-02-01-21.wav,disgust
RAVDESS/Actor_21/03-01-07-02-01-01-21.wav,disgust
RAVDESS/Actor_21/03-01-04-02-01-02-21.wav,sad
RAVDESS/Actor_21/03-01-03-02-01-02-21.wav,happy
RAVDESS/Actor_21/03-01-03-01-02-02-21.wav,happy
RAVDESS/Actor_21/03-01-02-02-02-01-21.wav,calm
RAVDESS/Actor_21/03-01-02-01-01-01-21.wav,calm
RAVDESS/Actor_21/03-01-01-01-01-02-21.wav,neutral
RAVDESS/Actor_21/03-01-03-02-02-01-21.wav,happy
RAVDESS/Actor_21/03-01-03-01-01-01-21.wav,happy
RAVDESS/Actor_21/03-01-02-02-01-02-21.wav,calm
RAVDESS/Actor_21/03-01-01-01-02-01-21.wav,neutral
RAVDESS/Actor_21/03-01-02-01-02-02-21.wav,calm
RAVDESS/Actor_21/03-01-08-02-02-02-21.wav,surprise
RAVDESS/Actor_21/03-01-08-01-01-02-21.wav,surprise
RAVDESS/Actor_21/03-01-05-01-02-02-21.wav,angry
RAVDESS/Actor_21/03-01-06-01-02-01-21.wav,fear
RAVDESS/Actor_21/03-01-06-02-01-01-21.wav,fear
RAVDESS/Actor_21/03-01-05-02-01-02-21.wav,angry
RAVDESS/Actor_21/03-01-07-01-01-02-21.wav,disgust
RAVDESS/Actor_21/03-01-04-01-01-01-21.wav,sad
RAVDESS/Actor_21/03-01-04-02-02-01-21.wav,sad
RAVDESS/Actor_21/03-01-07-02-02-02-21.wav,disgust
RAVDESS/Actor_21/03-01-01-01-01-01-21.wav,neutral
RAVDESS/Actor_21/03-01-02-01-01-02-21.wav,calm
RAVDESS/Actor_21/03-01-02-02-02-02-21.wav,calm
RAVDESS/Actor_21/03-01-03-01-02-01-21.wav,happy
RAVDESS/Actor_21/03-01-03-02-01-01-21.wav,happy
RAVDESS/Actor_21/03-01-08-01-02-02-21.wav,surprise
RAVDESS/Actor_21/03-01-08-02-01-02-21.wav,surprise
RAVDESS/Actor_21/03-01-04-02-01-01-21.wav,sad
RAVDESS/Actor_21/03-01-07-02-01-02-21.wav,disgust
RAVDESS/Actor_21/03-01-07-01-02-02-21.wav,disgust
RAVDESS/Actor_21/03-01-04-01-02-01-21.wav,sad
RAVDESS/Actor_21/03-01-06-02-02-01-21.wav,fear
RAVDESS/Actor_21/03-01-05-02-02-02-21.wav,angry
RAVDESS/Actor_21/03-01-05-01-01-02-21.wav,angry
RAVDESS/Actor_21/03-01-06-01-01-01-21.wav,fear
RAVDESS/Actor_21/03-01-08-01-01-01-21.wav,surprise
RAVDESS/Actor_21/03-01-08-02-02-01-21.wav,surprise
RAVDESS/Actor_21/03-01-07-02-02-01-21.wav,disgust
RAVDESS/Actor_21/03-01-04-02-02-02-21.wav,sad
RAVDESS/Actor_21/03-01-04-01-01-02-21.wav,sad
RAVDESS/Actor_21/03-01-07-01-01-01-21.wav,disgust
RAVDESS/Actor_21/03-01-05-02-01-01-21.wav,angry
RAVDESS/Actor_21/03-01-06-02-01-02-21.wav,fear
RAVDESS/Actor_21/03-01-06-01-02-02-21.wav,fear
RAVDESS/Actor_21/03-01-05-01-02-01-21.wav,angry
RAVDESS/Actor_21/03-01-02-01-02-01-21.wav,calm
RAVDESS/Actor_21/03-01-01-01-02-02-21.wav,neutral
RAVDESS/Actor_21/03-01-02-02-01-01-21.wav,calm
RAVDESS/Actor_21/03-01-03-01-01-02-21.wav,happy
RAVDESS/Actor_21/03-01-03-02-02-02-21.wav,happy
RAVDESS/Actor_19/03-01-01-01-01-02-19.wav,neutral
RAVDESS/Actor_19/03-01-02-01-01-01-19.wav,calm
RAVDESS/Actor_19/03-01-02-02-02-01-19.wav,calm
RAVDESS/Actor_19/03-01-03-01-02-02-19.wav,happy
RAVDESS/Actor_19/03-01-03-02-01-02-19.wav,happy
RAVDESS/Actor_19/03-01-04-02-01-02-19.wav,sad
RAVDESS/Actor_19/03-01-07-02-01-01-19.wav,disgust
RAVDESS/Actor_19/03-01-07-01-02-01-19.wav,disgust
RAVDESS/Actor_19/03-01-04-01-02-02-19.wav,sad
RAVDESS/Actor_19/03-01-06-02-02-02-19.wav,fear
RAVDESS/Actor_19/03-01-05-02-02-01-19.wav,angry
RAVDESS/Actor_19/03-01-05-01-01-01-19.wav,angry
RAVDESS/Actor_19/03-01-06-01-01-02-19.wav,fear
RAVDESS/Actor_19/03-01-08-01-02-01-19.wav,surprise
RAVDESS/Actor_19/03-01-08-02-01-01-19.wav,surprise
RAVDESS/Actor_19/03-01-07-02-02-02-19.wav,disgust
RAVDESS/Actor_19/03-01-04-02-02-01-19.wav,sad
RAVDESS/Actor_19/03-01-04-01-01-01-19.wav,sad
RAVDESS/Actor_19/03-01-07-01-01-02-19.wav,disgust
RAVDESS/Actor_19/03-01-05-02-01-02-19.wav,angry
RAVDESS/Actor_19/03-01-06-02-01-01-19.wav,fear
RAVDESS/Actor_19/03-01-06-01-02-01-19.wav,fear
RAVDESS/Actor_19/03-01-05-01-02-02-19.wav,angry
RAVDESS/Actor_19/03-01-08-01-01-02-19.wav,surprise
RAVDESS/Actor_19/03-01-08-02-02-02-19.wav,surprise
RAVDESS/Actor_19/03-01-02-01-02-02-19.wav,calm
RAVDESS/Actor_19/03-01-01-01-02-01-19.wav,neutral
RAVDESS/Actor_19/03-01-02-02-01-02-19.wav,calm
RAVDESS/Actor_19/03-01-03-01-01-01-19.wav,happy
RAVDESS/Actor_19/03-01-03-02-02-01-19.wav,happy
RAVDESS/Actor_19/03-01-06-01-01-01-19.wav,fear
RAVDESS/Actor_19/03-01-05-01-01-02-19.wav,angry
RAVDESS/Actor_19/03-01-05-02-02-02-19.wav,angry
RAVDESS/Actor_19/03-01-06-02-02-01-19.wav,fear
RAVDESS/Actor_19/03-01-04-01-02-01-19.wav,sad
RAVDESS/Actor_19/03-01-07-01-02-02-19.wav,disgust
RAVDESS/Actor_19/03-01-07-02-01-02-19.wav,disgust
RAVDESS/Actor_19/03-01-04-02-01-01-19.wav,sad
RAVDESS/Actor_19/03-01-08-02-01-02-19.wav,surprise
RAVDESS/Actor_19/03-01-08-01-02-02-19.wav,surprise
RAVDESS/Actor_19/03-01-03-02-01-01-19.wav,happy
RAVDESS/Actor_19/03-01-03-01-02-01-19.wav,happy
RAVDESS/Actor_19/03-01-02-02-02-02-19.wav,calm
RAVDESS/Actor_19/03-01-02-01-01-02-19.wav,calm
RAVDESS/Actor_19/03-01-01-01-01-01-19.wav,neutral
RAVDESS/Actor_19/03-01-03-02-02-02-19.wav,happy
RAVDESS/Actor_19/03-01-03-01-01-02-19.wav,happy
RAVDESS/Actor_19/03-01-02-02-01-01-19.wav,calm
RAVDESS/Actor_19/03-01-01-01-02-02-19.wav,neutral
RAVDESS/Actor_19/03-01-02-01-02-01-19.wav,calm
RAVDESS/Actor_19/03-01-05-01-02-01-19.wav,angry
RAVDESS/Actor_19/03-01-06-01-02-02-19.wav,fear
RAVDESS/Actor_19/03-01-06-02-01-02-19.wav,fear
RAVDESS/Actor_19/03-01-05-02-01-01-19.wav,angry
RAVDESS/Actor_19/03-01-07-01-01-01-19.wav,disgust
RAVDESS/Actor_19/03-01-04-01-01-02-19.wav,sad
RAVDESS/Actor_19/03-01-04-02-02-02-19.wav,sad
RAVDESS/Actor_19/03-01-07-02-02-01-19.wav,disgust
RAVDESS/Actor_19/03-01-08-02-02-01-19.wav,surprise
RAVDESS/Actor_19/03-01-08-01-01-01-19.wav,surprise
RAVDESS/Actor_10/03-01-03-02-02-02-10.wav,happy
RAVDESS/Actor_10/03-01-03-01-01-02-10.wav,happy
RAVDESS/Actor_10/03-01-02-02-01-01-10.wav,calm
RAVDESS/Actor_10/03-01-02-01-02-01-10.wav,calm
RAVDESS/Actor_10/03-01-01-01-02-02-10.wav,neutral
RAVDESS/Actor_10/03-01-06-01-02-02-10.wav,fear
RAVDESS/Actor_10/03-01-05-01-02-01-10.wav,angry
RAVDESS/Actor_10/03-01-05-02-01-01-10.wav,angry
RAVDESS/Actor_10/03-01-06-02-01-02-10.wav,fear
RAVDESS/Actor_10/03-01-04-01-01-02-10.wav,sad
RAVDESS/Actor_10/03-01-07-01-01-01-10.wav,disgust
RAVDESS/Actor_10/03-01-07-02-02-01-10.wav,disgust
RAVDESS/Actor_10/03-01-04-02-02-02-10.wav,sad
RAVDESS/Actor_10/03-01-08-02-02-01-10.wav,surprise
RAVDESS/Actor_10/03-01-08-01-01-01-10.wav,surprise
RAVDESS/Actor_10/03-01-05-01-01-02-10.wav,angry
RAVDESS/Actor_10/03-01-06-01-01-01-10.wav,fear
RAVDESS/Actor_10/03-01-06-02-02-01-10.wav,fear
RAVDESS/Actor_10/03-01-05-02-02-02-10.wav,angry
RAVDESS/Actor_10/03-01-07-01-02-02-10.wav,disgust
RAVDESS/Actor_10/03-01-04-01-02-01-10.wav,sad
RAVDESS/Actor_10/03-01-04-02-01-01-10.wav,sad
RAVDESS/Actor_10/03-01-07-02-01-02-10.wav,disgust
RAVDESS/Actor_10/03-01-08-02-01-02-10.wav,surprise
RAVDESS/Actor_10/03-01-08-01-02-02-10.wav,surprise
RAVDESS/Actor_10/03-01-03-02-01-01-10.wav,happy
RAVDESS/Actor_10/03-01-03-01-02-01-10.wav,happy
RAVDESS/Actor_10/03-01-02-02-02-02-10.wav,calm
RAVDESS/Actor_10/03-01-01-01-01-01-10.wav,neutral
RAVDESS/Actor_10/03-01-02-01-01-02-10.wav,calm
RAVDESS/Actor_10/03-01-04-02-02-01-10.wav,sad
RAVDESS/Actor_10/03-01-07-02-02-02-10.wav,disgust
RAVDESS/Actor_10/03-01-07-01-01-02-10.wav,disgust
RAVDESS/Actor_10/03-01-04-01-01-01-10.wav,sad
RAVDESS/Actor_10/03-01-06-02-01-01-10.wav,fear
RAVDESS/Actor_10/03-01-05-02-01-02-10.wav,angry
RAVDESS/Actor_10/03-01-05-01-02-02-10.wav,angry
RAVDESS/Actor_10/03-01-06-01-02-01-10.wav,fear
RAVDESS/Actor_10/03-01-08-01-01-02-10.wav,surprise
RAVDESS/Actor_10/03-01-08-02-02-02-10.wav,surprise
RAVDESS/Actor_10/03-01-01-01-02-01-10.wav,neutral
RAVDESS/Actor_10/03-01-02-01-02-02-10.wav,calm
RAVDESS/Actor_10/03-01-02-02-01-02-10.wav,calm
RAVDESS/Actor_10/03-01-03-01-01-01-10.wav,happy
RAVDESS/Actor_10/03-01-03-02-02-01-10.wav,happy
RAVDESS/Actor_10/03-01-02-01-01-01-10.wav,calm
RAVDESS/Actor_10/03-01-01-01-01-02-10.wav,neutral
RAVDESS/Actor_10/03-01-02-02-02-01-10.wav,calm
RAVDESS/Actor_10/03-01-03-01-02-02-10.wav,happy
RAVDESS/Actor_10/03-01-03-02-01-02-10.wav,happy
RAVDESS/Actor_10/03-01-07-02-01-01-10.wav,disgust
RAVDESS/Actor_10/03-01-04-02-01-02-10.wav,sad
RAVDESS/Actor_10/03-01-04-01-02-02-10.wav,sad
RAVDESS/Actor_10/03-01-07-01-02-01-10.wav,disgust
RAVDESS/Actor_10/03-01-05-02-02-01-10.wav,angry
RAVDESS/Actor_10/03-01-06-02-02-02-10.wav,fear
RAVDESS/Actor_10/03-01-06-01-01-02-10.wav,fear
RAVDESS/Actor_10/03-01-05-01-01-01-10.wav,angry
RAVDESS/Actor_10/03-01-08-01-02-01-10.wav,surprise
